project_id,title,description,category,department,difficulty,required_skills,tech_stack,research_area,research_tags,avg_grade_given,times_selected
CYB-FS-1199,System Call Hooking Framework for Behavioral Analysis,A project focused on system call hooking framework for behavioral analysis,Malware,Cybersecurity,Medium,"Python, C, Assembly, IDA Pro, Ghidra","Python, C, Assembly",Cybersecurity,"access control, call, firewall, hooking, malware, privacy",2.62,10
CYB-FS-1200,Anti-Analysis Evasion Detection System,A project focused on anti-analysis evasion detection system,Malware,Cybersecurity,Medium,"Python, C, Assembly, IDA Pro, Ghidra","Ghidra, Assembly, IDA Pro, C",Cybersecurity,"anti, compliance, evasion, malware, malware analysis, network security",3.73,6
CYB-FS-1201,Cryptanalysis Tool for Weak Cipher Detection,A project focused on cryptanalysis tool for weak cipher detection,Crypto,Cybersecurity,Medium,"Python, C, OpenSSL, Mathematics, Linux","C, OpenSSL, Mathematics, Linux",Cybersecurity,"cryptanalysis, crypto, digital forensics, network security, privacy, python programming",3.43,9
CYB-FS-1202,Side-Channel Attack Analysis Framework,A project focused on side-channel attack analysis framework,Crypto,Cybersecurity,Medium,"Python, C, OpenSSL, Mathematics, Linux","C, Linux, Mathematics, OpenSSL, Python",Cybersecurity,"channel, crypto, encryption, firewall, penetration testing, privacy",3.04,10
CYB-FS-1203,Random Number Generator Testing Framework,A project focused on random number generator testing framework,Crypto,Cybersecurity,Medium,"Python, C, OpenSSL, Mathematics, Linux","C, Mathematics, Linux, OpenSSL",Cybersecurity,"access control, crypto, digital forensics, incident response, number, python programming",2.9,5
CYB-FS-1204,Key Recovery Algorithm for Cryptographic Analysis,A project focused on key recovery algorithm for cryptographic analysis,Crypto,Cybersecurity,Medium,"Python, C, OpenSSL, Mathematics, Linux","OpenSSL, Mathematics, C",Cybersecurity,"algorithm, crypto, intrusion detection, malware analysis, python programming, recovery",3.73,4
CYB-FS-1205,Cryptographic Protocol Analyzer for Security Verification,A project focused on cryptographic protocol analyzer for security verification,Crypto,Cybersecurity,Medium,"Python, C, OpenSSL, Mathematics, Linux","Linux, Python, Mathematics",Cybersecurity,"access control, crypto, cryptographic, firewall, incident response, protocol",3.75,1
CYB-FS-1206,Zero-Day Vulnerability Analysis System,A project focused on zero-day vulnerability analysis system,Vulnerability,Cybersecurity,Medium,"Python, Nmap, Burp Suite, Metasploit, Linux","Linux, Nmap, Metasploit, Burp Suite",Cybersecurity,"access control, network scanning, network security, penetration testing, python programming, vulnerability",3.68,6
CYB-FS-1207,Fuzzing Engine for Vulnerability Discovery,A project focused on fuzzing engine for vulnerability discovery,Vulnerability,Cybersecurity,Medium,"Python, Nmap, Burp Suite, Metasploit, Linux","Python, Metasploit, Burp Suite, Nmap, Linux",Cybersecurity,"access control, engine, fuzzing, intrusion detection, malware analysis, network scanning",3.67,10
CYB-FS-1208,Patch Gap Analysis for Unpatched System Detection,A project focused on patch gap analysis for unpatched system detection,Vulnerability,Cybersecurity,Medium,"Python, Nmap, Burp Suite, Metasploit, Linux","Python, Burp Suite, Linux",Cybersecurity,"encryption, network scanning, network security, patch, python programming, threat intelligence",2.72,8
CYB-FS-1209,Configuration Vulnerability Scanner for Weak Settings,A project focused on configuration vulnerability scanner for weak settings,Vulnerability,Cybersecurity,Medium,"Python, Nmap, Burp Suite, Metasploit, Linux","Burp Suite, Nmap, Linux",Cybersecurity,"access control, configuration, digital forensics, network scanning, python programming, vulnerability",2.88,9
CYB-FS-1210,Dependency Vulnerability Analyzer for Supply Chain Risk,A project focused on dependency vulnerability analyzer for supply chain risk,Vulnerability,Cybersecurity,Medium,"Python, Nmap, Burp Suite, Metasploit, Linux","Python, Metasploit, Linux",Cybersecurity,"compliance, dependency, intrusion detection, network scanning, python programming, threat intelligence",3.6,11
CYB-FS-1211,Exploit Development Framework for Vulnerability Validation,A project focused on exploit development framework for vulnerability validation,Vulnerability,Cybersecurity,Medium,"Python, Nmap, Burp Suite, Metasploit, Linux","Burp Suite, Python, Linux",Cybersecurity,"authentication, cryptography, digital forensics, exploit, network scanning, python programming",2.51,2
CYB-FS-1212,Vulnerability Prediction Model Using Machine Learning,A project focused on vulnerability prediction model using machine learning,Vulnerability,Cybersecurity,Medium,"Python, Nmap, Burp Suite, Metasploit, Linux","Nmap, Metasploit, Linux, Python, Burp Suite",Cybersecurity,"intrusion detection, network scanning, penetration testing, prediction, privacy, python programming",3.17,14
CYB-FS-1213,Vulnerability Management Platform for Lifecycle Tracking,A project focused on vulnerability management platform for lifecycle tracking,Vulnerability,Cybersecurity,Medium,"Python, Nmap, Burp Suite, Metasploit, Linux","Metasploit, Python, Nmap",Cybersecurity,"digital forensics, firewall, management, network scanning, python programming, vulnerability",2.79,5
CYB-FS-1214,Penetration Test Automation for Systematic Assessment,A project focused on penetration test automation for systematic assessment,Vulnerability,Cybersecurity,Medium,"Python, Nmap, Burp Suite, Metasploit, Linux","Burp Suite, Linux, Nmap, Metasploit",Cybersecurity,"incident response, intrusion detection, network scanning, penetration, python programming, test",3.35,9
CYB-FS-1215,Security Hardening Framework for System Reinforcement,A project focused on security hardening framework for system reinforcement,Vulnerability,Cybersecurity,Medium,"Python, Nmap, Burp Suite, Metasploit, Linux","Nmap, Linux, Metasploit, Burp Suite",Cybersecurity,"compliance, encryption, hardening, network scanning, python programming, security",2.64,4
IFS-BI-1216,Customer Behavior Prediction Model for Shopping Patterns,A project focused on customer behavior prediction model for shopping patterns,Analytics,Information Systems,Medium,"Python, Pandas, SQL, Tableau, Power BI","Python, Pandas, Tableau, SQL",Data Science,"analytics, behavior, big data, customer, data analysis, databases",3.75,11
IFS-BI-1217,Product Affinity Analysis for Cross-Selling Recommendations,A project focused on product affinity analysis for cross-selling recommendations,Analytics,Information Systems,Medium,"Python, Pandas, SQL, Tableau, Power BI","Python, Tableau, Pandas, SQL",Data Science,"affinity, analytics, big data, databases, etl, forecasting",3.44,10
IFS-BI-1218,Customer Journey Mapping Framework for Experience Analysis,A project focused on customer journey mapping framework for experience analysis,Analytics,Information Systems,Medium,"Python, Pandas, SQL, Tableau, Power BI","Tableau, Pandas, Python, SQL, Power BI",Data Science,"analytics, big data, customer, databases, journey, python programming",2.52,10
IFS-BI-1219,Basket Analysis for Market Basket Optimization,A project focused on basket analysis for market basket optimization,Analytics,Information Systems,Medium,"Python, Pandas, SQL, Tableau, Power BI","Pandas, Python, SQL, Power BI, Tableau",Data Science,"analytics, basket, business intelligence, data analysis, databases, etl",2.87,6
IFS-BI-1220,Customer Propensity Modeling for Predictive Marketing,A project focused on customer propensity modeling for predictive marketing,Analytics,Information Systems,Medium,"Python, Pandas, SQL, Tableau, Power BI","Tableau, Pandas, SQL",Data Science,"analytics, customer, data warehousing, databases, forecasting, propensity",2.82,4
IFS-BI-1221,RFM Segmentation Framework for Customer Valuation,A project focused on rfm segmentation framework for customer valuation,Analytics,Information Systems,Medium,"Python, Pandas, SQL, Tableau, Power BI","SQL, Pandas, Power BI",Data Science,"analytics, business intelligence, customer, data visualization, databases, predictive analytics",3.29,10
IFS-BI-1222,Next Best Action Engine for Personalization,A project focused on next best action engine for personalization,Analytics,Information Systems,Medium,"Python, Pandas, SQL, Tableau, Power BI","Power BI, Pandas, Python",Data Science,"analytics, best, databases, etl, next, python programming",2.86,1
IFS-BI-1223,Customer Win-Back Campaign Analysis System,A project focused on customer win-back campaign analysis system,Analytics,Information Systems,Medium,"Python, Pandas, SQL, Tableau, Power BI","Pandas, Tableau, Python",Data Science,"analytics, back, customer, data analysis, data visualization, databases",3.18,9
IFS-BI-1224,Brand Loyalty Analysis Framework for Customer Retention,A project focused on brand loyalty analysis framework for customer retention,Analytics,Information Systems,Medium,"Python, Pandas, SQL, Tableau, Power BI","Pandas, Power BI, Tableau, SQL, Python",Data Science,"analytics, brand, data warehousing, databases, etl, loyalty",2.9,2
IFS-BI-1225,Customer Satisfaction Prediction Model Using Survey Data,A project focused on customer satisfaction prediction model using survey data,Analytics,Information Systems,Medium,"Python, Pandas, SQL, Tableau, Power BI","SQL, Power BI, Pandas, Tableau",Data Science,"analytics, big data, customer, data analysis, databases, python programming",2.55,4
IFS-BI-1226,Operational Efficiency Metrics Dashboard for KPI Tracking,A project focused on operational efficiency metrics dashboard for kpi tracking,Operations,Information Systems,Medium,"Python, SQL","SQL, Python",Software Engineering,"databases, devops, efficiency, operational, operations, python programming",3.06,2
IFS-BI-1227,Supply Chain Analytics Framework for Process Optimization,A project focused on supply chain analytics framework for process optimization,Operations,Information Systems,Medium,"Python, SQL","SQL, Python",Software Engineering,"chain, databases, design patterns, devops, operations, python programming",3.39,1
